model,n,m,tau,T,core_lb,core_ub,core_size,seed,nr_cliques,max_clique,time_cliques
girg,16000,208,2.2,0.8,88.54,126.49,25,482,43,14,0.119638
girg,16000,206,2.2,0.8,88.54,126.49,25,56,105,10,0.161682
girg,16000,207,2.2,0.8,88.54,126.49,25,7821,96,12,0.155048
girg,16000,2497,2.2,0.8,88.54,16000,73,17,1511,53,17.758475
girg,16000,2508,2.2,0.8,88.54,16000,73,1928,997,52,17.190246
girg,16000,2502,2.2,0.8,88.54,16000,73,2839,1432,51,19.118914
girg,16000,2513,2.2,0.8,88.54,16000,73,291,1716,52,19.401422
girg,16000,2512,2.2,0.8,88.54,16000,73,34,1640,54,18.094485
girg,16000,2497,2.2,0.8,88.54,16000,73,3728,1834,51,7.524072
girg,16000,2483,2.2,0.8,88.54,16000,73,4029,1583,50,19.486489
girg,16000,2507,2.2,0.8,88.54,16000,73,482,1005,55,15.777357
girg,16000,2499,2.2,0.8,88.54,16000,73,56,2162,51,20.600457
girg,16000,2515,2.2,0.8,88.54,16000,73,7821,1516,52,17.950119
girg,16000,3079,2.2,0,37.95,126.49,155,17,165,27,3.164090
girg,16000,3025,2.2,0,37.95,126.49,155,1928,208,27,8.373134
girg,16000,3016,2.2,0,37.95,126.49,155,2839,182,29,7.571217
girg,16000,2956,2.2,0,37.95,126.49,155,291,192,26,2.771233
girg,16000,2978,2.2,0,37.95,126.49,155,34,159,28,2.510446
girg,16000,3015,2.2,0,37.95,126.49,155,3728,159,29,7.567585
girg,16000,2976,2.2,0,37.95,126.49,155,4029,184,26,7.578480
girg,16000,2954,2.2,0,37.95,126.49,155,482,143,27,2.391995
girg,16000,2984,2.2,0,37.95,126.49,155,56,188,24,2.661024
girg,16000,2929,2.2,0,37.95,126.49,155,7821,159,25,7.597058
girg,16000,10073,2.2,0,37.95,16000,203,17,589,61,36.577988
girg,16000,10072,2.2,0,37.95,16000,203,1928,571,63,36.180522
girg,16000,10038,2.2,0,37.95,16000,203,2839,586,61,63.383710
girg,16000,9993,2.2,0,37.95,16000,203,291,522,61,60.994719
girg,16000,10021,2.2,0,37.95,16000,203,34,606,62,62.170217
girg,16000,10059,2.2,0,37.95,16000,203,3728,559,61,61.566720
girg,16000,10052,2.2,0,37.95,16000,203,4029,503,61,36.001099
girg,16000,10122,2.2,0,37.95,16000,203,482,547,66,60.547455
girg,16000,10094,2.2,0,37.95,16000,203,56,580,60,63.453622
girg,16000,10099,2.2,0,37.95,16000,203,7821,611,63,61.828345
girg,16000,891,2.2,0,63.25,126.49,62,17,42,21,1.606769
girg,16000,883,2.2,0,63.25,126.49,62,1928,51,20,0.583525
girg,16000,910,2.2,0,63.25,126.49,62,2839,47,23,1.707550
girg,16000,866,2.2,0,63.25,126.49,62,291,39,18,1.562769
girg,16000,864,2.2,0,63.25,126.49,62,34,39,23,0.489798
girg,16000,877,2.2,0,63.25,126.49,62,3728,41,19,0.554749
girg,16000,866,2.2,0,63.25,126.49,62,4029,47,18,1.383137
girg,16000,867,2.2,0,63.25,126.49,62,482,39,22,1.401296
girg,16000,890,2.2,0,63.25,126.49,62,56,57,20,1.617595
girg,16000,872,2.2,0,63.25,126.49,62,7821,44,21,0.684235
girg,16000,4769,2.2,0,63.25,16000,110,17,244,61,13.403455
girg,16000,4745,2.2,0,63.25,16000,110,1928,213,61,38.208783
girg,16000,4737,2.2,0,63.25,16000,110,2839,265,61,36.242191
girg,16000,4707,2.2,0,63.25,16000,110,291,209,60,12.541893
girg,16000,4742,2.2,0,63.25,16000,110,34,243,62,13.585252
girg,16000,4735,2.2,0,63.25,16000,110,3728,218,59,41.561514
girg,16000,4734,2.2,0,63.25,16000,110,4029,192,61,13.649017
girg,16000,4757,2.2,0,63.25,16000,110,482,178,65,12.968903
girg,16000,4736,2.2,0,63.25,16000,110,56,221,59,13.626738
girg,16000,4791,2.2,0,63.25,16000,110,7821,253,62,33.832596
girg,16000,209,2.2,0,88.54,126.49,25,17,20,14,0.301645
girg,16000,209,2.2,0,88.54,126.49,25,1928,20,12,0.111397
girg,16000,234,2.2,0,88.54,126.49,25,2839,16,17,0.306883
girg,16000,213,2.2,0,88.54,126.49,25,291,17,14,0.254712
girg,16000,195,2.2,0,88.54,126.49,25,34,20,12,0.111048
girg,16000,201,2.2,0,88.54,126.49,25,3728,19,11,0.321410
girg,16000,200,2.2,0,88.54,126.49,25,4029,21,12,0.106647
girg,16000,201,2.2,0,88.54,126.49,25,482,15,17,0.229149
girg,16000,206,2.2,0,88.54,126.49,25,56,31,13,0.300667
girg,16000,208,2.2,0,88.54,126.49,25,7821,20,14,0.106019
girg,16000,2503,2.2,0,88.54,16000,73,17,67,58,3.913837
girg,16000,2502,2.2,0,88.54,16000,73,1928,68,56,12.704413
girg,16000,2512,2.2,0,88.54,16000,73,2839,69,57,12.255054
girg,16000,2491,2.2,0,88.54,16000,73,291,88,54,12.926369
girg,16000,2512,2.2,0,88.54,16000,73,34,74,57,3.841341
girg,16000,2498,2.2,0,88.54,16000,73,3728,84,57,12.678781
girg,16000,2501,2.2,0,88.54,16000,73,4029,45,57,11.232228
girg,16000,2510,2.2,0,88.54,16000,73,482,43,61,10.013498
girg,16000,2514,2.2,0,88.54,16000,73,56,42,58,10.553231
girg,16000,2507,2.2,0,88.54,16000,73,7821,75,57,10.433104
girg,2000000000000,1894,2.8,0.4,424264,1.41421e+06,132,17,661,18,4.651432
girg,2000000000000,1873,2.8,0.4,424264,1.41421e+06,132,1928,643,16,4.852715
girg,2000000000000,1874,2.8,0.4,424264,1.41421e+06,132,2839,673,19,4.749070
girg,2000000000000,1873,2.8,0.4,424264,1.41421e+06,132,291,563,19,4.555959
girg,2000000000000,1901,2.8,0.4,424264,1.41421e+06,132,34,577,18,3.134617
girg,2000000000000,1943,2.8,0.4,424264,1.41421e+06,132,3728,700,17,4.981572
girg,2000000000000,1929,2.8,0.4,424264,1.41421e+06,132,4029,592,16,4.964251
girg,2000000000000,1873,2.8,0.4,424264,1.41421e+06,132,482,602,18,4.703463
girg,2000000000000,1893,2.8,0.4,424264,1.41421e+06,132,56,600,17,1.643716
girg,2000000000000,1914,2.8,0.4,424264,1.41421e+06,132,7821,661,18,4.816817
girg,2000000000000,3553,2.8,0.4,424264,2e+12,148,17,1752,26,5.967312
girg,2000000000000,3573,2.8,0.4,424264,2e+12,148,1928,1957,27,13.071642
girg,2000000000000,3519,2.8,0.4,424264,2e+12,148,2839,1510,29,13.877471
girg,2000000000000,3547,2.8,0.4,424264,2e+12,148,291,1866,26,15.035720
girg,2000000000000,3466,2.8,0.4,424264,2e+12,148,34,1336,27,10.694101
girg,2000000000000,3607,2.8,0.4,424264,2e+12,148,3728,1875,27,18.270770
girg,2000000000000,3547,2.8,0.4,424264,2e+12,148,4029,1524,26,5.703941
girg,2000000000000,3510,2.8,0.4,424264,2e+12,148,482,1865,26,5.923731
girg,2000000000000,3506,2.8,0.4,424264,2e+12,148,56,1554,25,5.560487
girg,2000000000000,3501,2.8,0.4,424264,2e+12,148,7821,1644,25,12.926721
girg,2000000000000,405,2.8,0.4,707107,1.41421e+06,43,17,125,14,0.737385
girg,2000000000000,407,2.8,0.4,707107,1.41421e+06,43,1928,128,12,0.762248
girg,2000000000000,428,2.8,0.4,707107,1.41421e+06,43,2839,117,13,0.304997
girg,2000000000000,404,2.8,0.4,707107,1.41421e+06,43,291,101,13,0.260508
girg,2000000000000,427,2.8,0.4,707107,1.41421e+06,43,34,94,17,0.489797
girg,2000000000000,403,2.8,0.4,707107,1.41421e+06,43,3728,105,12,0.739690
girg,2000000000000,396,2.8,0.4,707107,1.41421e+06,43,4029,94,12,0.233479
girg,2000000000000,429,2.8,0.4,707107,1.41421e+06,43,482,74,18,0.737524
girg,2000000000000,421,2.8,0.4,707107,1.41421e+06,43,56,127,11,0.810648
girg,2000000000000,414,2.8,0.4,707107,1.41421e+06,43,7821,98,14,0.578845
girg,2000000000000,1130,2.8,0.4,707107,2e+12,59,17,412,25,4.023140
girg,2000000000000,1125,2.8,0.4,707107,2e+12,59,1928,341,23,3.950994
girg,2000000000000,1166,2.8,0.4,707107,2e+12,59,2839,341,28,3.952041
girg,2000000000000,1124,2.8,0.4,707107,2e+12,59,291,327,23,4.008961
girg,2000000000000,1114,2.8,0.4,707107,2e+12,59,34,339,27,2.471335
girg,2000000000000,1142,2.8,0.4,707107,2e+12,59,3728,425,23,4.315985
girg,2000000000000,1125,2.8,0.4,707107,2e+12,59,4029,410,23,4.032638
girg,2000000000000,1123,2.8,0.4,707107,2e+12,59,482,331,24,4.154023
girg,2000000000000,1133,2.8,0.4,707107,2e+12,59,56,365,25,2.748606
girg,2000000000000,1134,2.8,0.4,707107,2e+12,59,7821,367,24,4.080200
girg,2000000000000,91,2.8,0.4,989949,1.41421e+06,16,17,19,9,0.152534
girg,2000000000000,76,2.8,0.4,989949,1.41421e+06,16,1928,17,8,0.119010
girg,2000000000000,79,2.8,0.4,989949,1.41421e+06,16,2839,15,8,0.041975
girg,2000000000000,90,2.8,0.4,989949,1.41421e+06,16,291,15,9,0.058178
girg,2000000000000,83,2.8,0.4,989949,1.41421e+06,16,34,22,8,0.083460
girg,2000000000000,80,2.8,0.4,989949,1.41421e+06,16,3728,12,8,0.043302
girg,2000000000000,81,2.8,0.4,989949,1.41421e+06,16,4029,17,8,0.097149
girg,2000000000000,111,2.8,0.4,989949,1.41421e+06,16,482,6,13,0.146946
girg,2000000000000,84,2.8,0.4,989949,1.41421e+06,16,56,24,8,0.124946
girg,2000000000000,84,2.8,0.4,989949,1.41421e+06,16,7821,16,10,0.128368
girg,2000000000000,452,2.8,0.4,989949,2e+12,32,17,80,21,0.463118
girg,2000000000000,454,2.8,0.4,989949,2e+12,32,1928,23,24,0.843893
girg,2000000000000,455,2.8,0.4,989949,2e+12,32,2839,58,23,0.933360
girg,2000000000000,449,2.8,0.4,989949,2e+12,32,291,32,23,0.893270
girg,2000000000000,447,2.8,0.4,989949,2e+12,32,34,56,22,0.668311
girg,2000000000000,449,2.8,0.4,989949,2e+12,32,3728,42,22,0.339010
girg,2000000000000,444,2.8,0.4,989949,2e+12,32,4029,38,23,0.892851
girg,2000000000000,447,2.8,0.4,989949,2e+12,32,482,95,21,0.354794
girg,2000000000000,453,2.8,0.4,989949,2e+12,32,56,50,22,0.338730
girg,2000000000000,445,2.8,0.4,989949,2e+12,32,7821,27,23,0.839004
girg,2000000000000,1919,2.8,0.8,424264,1.41421e+06,132,17,1452,14,2.010941
girg,2000000000000,1880,2.8,0.8,424264,1.41421e+06,132,1928,1349,12,6.343267
girg,2000000000000,1886,2.8,0.8,424264,1.41421e+06,132,2839,1349,14,4.494638
girg,2000000000000,1917,2.8,0.8,424264,1.41421e+06,132,291,1383,15,5.219870
girg,2000000000000,1907,2.8,0.8,424264,1.41421e+06,132,34,1252,15,3.292948
girg,2000000000000,1956,2.8,0.8,424264,1.41421e+06,132,3728,1545,12,5.173356
girg,2000000000000,1908,2.8,0.8,424264,1.41421e+06,132,4029,1422,12,2.262859
girg,2000000000000,1895,2.8,0.8,424264,1.41421e+06,132,482,1288,14,4.918854
girg,2000000000000,1893,2.8,0.8,424264,1.41421e+06,132,56,1232,12,1.964497
girg,2000000000000,1911,2.8,0.8,424264,1.41421e+06,132,7821,1258,14,1.923430
girg,2000000000000,3488,2.8,0.8,424264,2e+12,148,17,3864,22,10.922833
girg,2000000000000,3534,2.8,0.8,424264,2e+12,148,1928,4657,19,11.576408
girg,2000000000000,3530,2.8,0.8,424264,2e+12,148,2839,3691,22,14.002695
girg,2000000000000,3532,2.8,0.8,424264,2e+12,148,291,4208,21,7.721307
girg,2000000000000,3465,2.8,0.8,424264,2e+12,148,34,2955,23,11.518717
girg,2000000000000,3587,2.8,0.8,424264,2e+12,148,3728,5018,20,16.388125
girg,2000000000000,3517,2.8,0.8,424264,2e+12,148,4029,4112,19,17.657492
girg,2000000000000,3500,2.8,0.8,424264,2e+12,148,482,4740,22,11.758485
girg,2000000000000,3529,2.8,0.8,424264,2e+12,148,56,3968,19,7.732901
girg,2000000000000,3492,2.8,0.8,424264,2e+12,148,7821,3918,22,7.657542
girg,2000000000000,401,2.8,0.8,707107,1.41421e+06,43,17,208,12,0.789417
girg,2000000000000,402,2.8,0.8,707107,1.41421e+06,43,1928,207,10,0.681791
girg,2000000000000,428,2.8,0.8,707107,1.41421e+06,43,2839,228,12,0.796890
girg,2000000000000,417,2.8,0.8,707107,1.41421e+06,43,291,213,11,0.878465
girg,2000000000000,413,2.8,0.8,707107,1.41421e+06,43,34,192,13,0.634159
girg,2000000000000,407,2.8,0.8,707107,1.41421e+06,43,3728,241,10,0.866451
girg,2000000000000,409,2.8,0.8,707107,1.41421e+06,43,4029,214,10,0.851785
girg,2000000000000,430,2.8,0.8,707107,1.41421e+06,43,482,238,15,0.899137
girg,2000000000000,421,2.8,0.8,707107,1.41421e+06,43,56,235,10,0.953823
girg,2000000000000,422,2.8,0.8,707107,1.41421e+06,43,7821,208,11,0.686121
girg,2000000000000,1126,2.8,0.8,707107,2e+12,59,17,841,22,5.130334
girg,2000000000000,1135,2.8,0.8,707107,2e+12,59,1928,821,22,1.899335
girg,2000000000000,1150,2.8,0.8,707107,2e+12,59,2839,691,25,1.783608
girg,2000000000000,1117,2.8,0.8,707107,2e+12,59,291,946,20,2.122966
girg,2000000000000,1126,2.8,0.8,707107,2e+12,59,34,778,24,3.150471
girg,2000000000000,1144,2.8,0.8,707107,2e+12,59,3728,1033,21,2.123037
girg,2000000000000,1130,2.8,0.8,707107,2e+12,59,4029,1021,20,5.371286
girg,2000000000000,1133,2.8,0.8,707107,2e+12,59,482,1070,24,2.168992
girg,2000000000000,1148,2.8,0.8,707107,2e+12,59,56,955,22,5.136619
girg,2000000000000,1141,2.8,0.8,707107,2e+12,59,7821,743,22,1.769430
girg,2000000000000,91,2.8,0.8,989949,1.41421e+06,16,17,19,9,0.053848
girg,2000000000000,78,2.8,0.8,989949,1.41421e+06,16,1928,25,7,0.127600
girg,2000000000000,80,2.8,0.8,989949,1.41421e+06,16,2839,26,8,0.132489
girg,2000000000000,88,2.8,0.8,989949,1.41421e+06,16,291,41,7,0.059574
girg,2000000000000,85,2.8,0.8,989949,1.41421e+06,16,34,24,8,0.091562
girg,2000000000000,81,2.8,0.8,989949,1.41421e+06,16,3728,16,8,0.114749
girg,2000000000000,82,2.8,0.8,989949,1.41421e+06,16,4029,23,7,0.134584
girg,2000000000000,108,2.8,0.8,989949,1.41421e+06,16,482,7,13,0.139543
girg,2000000000000,83,2.8,0.8,989949,1.41421e+06,16,56,35,7,0.150159
girg,2000000000000,82,2.8,0.8,989949,1.41421e+06,16,7821,20,9,0.125924
girg,2000000000000,454,2.8,0.8,989949,2e+12,32,17,107,20,0.985321
girg,2000000000000,453,2.8,0.8,989949,2e+12,32,1928,42,22,0.477575
girg,2000000000000,456,2.8,0.8,989949,2e+12,32,2839,134,21,1.151334
girg,2000000000000,450,2.8,0.8,989949,2e+12,32,291,56,23,0.744998
girg,2000000000000,449,2.8,0.8,989949,2e+12,32,34,97,20,0.766508
girg,2000000000000,452,2.8,0.8,989949,2e+12,32,3728,108,22,0.938597
girg,2000000000000,445,2.8,0.8,989949,2e+12,32,4029,129,20,1.128845
girg,2000000000000,448,2.8,0.8,989949,2e+12,32,482,153,21,0.460604
girg,2000000000000,449,2.8,0.8,989949,2e+12,32,56,90,21,1.057886
girg,2000000000000,448,2.8,0.8,989949,2e+12,32,7821,28,23,0.862889
girg,2000000000000,1935,2.8,0,424264,1.41421e+06,132,17,131,22,4.159749
girg,2000000000000,1923,2.8,0,424264,1.41421e+06,132,1928,118,20,4.184334
girg,2000000000000,1908,2.8,0,424264,1.41421e+06,132,2839,108,22,3.396035
girg,2000000000000,1889,2.8,0,424264,1.41421e+06,132,291,111,23,4.017273
girg,2000000000000,1941,2.8,0,424264,1.41421e+06,132,34,121,22,2.717804
girg,2000000000000,1921,2.8,0,424264,1.41421e+06,132,3728,127,23,4.017273
girg,2000000000000,1908,2.8,0,424264,1.41421e+06,132,4029,124,22,4.045419
girg,2000000000000,1858,2.8,0,424264,1.41421e+06,132,482,104,22,3.681406
girg,2000000000000,1903,2.8,0,424264,1.41421e+06,132,56,114,20,4.191109
girg,2000000000000,1884,2.8,0,424264,1.41421e+06,132,7821,107,22,3.725825
girg,2000000000000,3579,2.8,0,424264,2e+12,148,17,254,31,9.033347
girg,2000000000000,3589,2.8,0,424264,2e+12,148,1928,282,32,10.187475
girg,2000000000000,3524,2.8,0,424264,2e+12,148,2839,232,33,8.195181
girg,2000000000000,3506,2.8,0,424264,2e+12,148,291,244,31,8.493753
girg,2000000000000,3522,2.8,0,424264,2e+12,148,34,230,33,9.016233
girg,2000000000000,3573,2.8,0,424264,2e+12,148,3728,234,32,8.580217
girg,2000000000000,3522,2.8,0,424264,2e+12,148,4029,268,31,8.547391
girg,2000000000000,3582,2.8,0,424264,2e+12,148,482,251,31,8.972865
girg,2000000000000,3499,2.8,0,424264,2e+12,148,56,224,30,8.125340
girg,2000000000000,3483,2.8,0,424264,2e+12,148,7821,218,28,8.049912
girg,2000000000000,418,2.8,0,707107,1.41421e+06,43,17,29,16,0.313797
girg,2000000000000,401,2.8,0,707107,1.41421e+06,43,1928,32,14,0.632553
girg,2000000000000,434,2.8,0,707107,1.41421e+06,43,2839,22,17,0.684934
girg,2000000000000,395,2.8,0,707107,1.41421e+06,43,291,28,15,0.299968
girg,2000000000000,411,2.8,0,707107,1.41421e+06,43,34,28,19,0.385803
girg,2000000000000,409,2.8,0,707107,1.41421e+06,43,3728,32,14,0.648267
girg,2000000000000,397,2.8,0,707107,1.41421e+06,43,4029,29,13,0.622286
girg,2000000000000,408,2.8,0,707107,1.41421e+06,43,482,20,20,0.599239
girg,2000000000000,405,2.8,0,707107,1.41421e+06,43,56,33,14,0.681931
girg,2000000000000,395,2.8,0,707107,1.41421e+06,43,7821,28,15,0.585690
girg,2000000000000,1124,2.8,0,707107,2e+12,59,17,85,26,3.419082
girg,2000000000000,1136,2.8,0,707107,2e+12,59,1928,78,27,3.212841
girg,2000000000000,1154,2.8,0,707107,2e+12,59,2839,56,30,2.961901
girg,2000000000000,1143,2.8,0,707107,2e+12,59,291,72,27,3.252371
girg,2000000000000,1119,2.8,0,707107,2e+12,59,34,65,28,2.328160
girg,2000000000000,1129,2.8,0,707107,2e+12,59,3728,66,26,2.877044
girg,2000000000000,1126,2.8,0,707107,2e+12,59,4029,57,27,1.407582
girg,2000000000000,1146,2.8,0,707107,2e+12,59,482,80,26,2.258319
girg,2000000000000,1135,2.8,0,707107,2e+12,59,56,74,28,3.163323
girg,2000000000000,1141,2.8,0,707107,2e+12,59,7821,59,28,3.064149
girg,2000000000000,96,2.8,0,989949,1.41421e+06,16,17,9,11,0.063905
girg,2000000000000,77,2.8,0,989949,1.41421e+06,16,1928,11,8,0.100571
girg,2000000000000,83,2.8,0,989949,1.41421e+06,16,2839,7,9,0.053498
girg,2000000000000,92,2.8,0,989949,1.41421e+06,16,291,9,11,0.057689
girg,2000000000000,79,2.8,0,989949,1.41421e+06,16,34,14,8,0.077105
girg,2000000000000,85,2.8,0,989949,1.41421e+06,16,3728,13,8,0.136820
girg,2000000000000,84,2.8,0,989949,1.41421e+06,16,4029,11,9,0.061879
girg,2000000000000,116,2.8,0,989949,1.41421e+06,16,482,2,14,0.132699
girg,2000000000000,84,2.8,0,989949,1.41421e+06,16,56,15,8,0.057619
girg,2000000000000,79,2.8,0,989949,1.41421e+06,16,7821,11,10,0.051054
girg,2000000000000,445,2.8,0,989949,2e+12,32,17,36,22,0.424217
girg,2000000000000,459,2.8,0,989949,2e+12,32,1928,18,25,0.393277
girg,2000000000000,457,2.8,0,989949,2e+12,32,2839,14,25,0.845569
girg,2000000000000,451,2.8,0,989949,2e+12,32,291,21,23,0.450826
girg,2000000000000,444,2.8,0,989949,2e+12,32,34,16,23,0.575493
girg,2000000000000,449,2.8,0,989949,2e+12,32,3728,19,23,0.866591
girg,2000000000000,451,2.8,0,989949,2e+12,32,4029,16,24,0.851994
girg,2000000000000,452,2.8,0,989949,2e+12,32,482,14,24,0.626826
girg,2000000000000,453,2.8,0,989949,2e+12,32,56,19,24,0.961435
girg,2000000000000,458,2.8,0,989949,2e+12,32,7821,16,25,0.359543
girg,2000000,4298,2.5,0.4,424.26,1414.21,191,17,2217,25,6.682278
girg,2000000,4302,2.5,0.4,424.26,1414.21,191,1928,2299,26,8.912592
girg,2000000,4308,2.5,0.4,424.26,1414.21,191,2839,2305,27,9.082655
girg,2000000,4279,2.5,0.4,424.26,1414.21,191,291,2162,25,6.412900
girg,2000000,4204,2.5,0.4,424.26,1414.21,191,34,1869,27,11.277276
girg,2000000,4387,2.5,0.4,424.26,1414.21,191,3728,2209,26,7.905829
girg,2000000,4278,2.5,0.4,424.26,1414.21,191,4029,2004,25,10.210313
girg,2000000,4289,2.5,0.4,424.26,1414.21,191,482,2102,25,6.529047
girg,2000000,4314,2.5,0.4,424.26,1414.21,191,56,2153,24,6.575002
girg,2000000,4237,2.5,0.4,424.26,1414.21,191,7821,2217,24,6.453967
girg,2000000,10305,2.5,0.4,424.26,2e+06,228,17,11322,44,49.695876
girg,2000000,10279,2.5,0.4,424.26,2e+06,228,1928,10146,49,45.273802
girg,2000000,10271,2.5,0.4,424.26,2e+06,228,2839,11442,46,48.082052
girg,2000000,10270,2.5,0.4,424.26,2e+06,228,291,12107,44,49.195393
girg,2000000,10194,2.5,0.4,424.26,2e+06,228,34,11452,46,112.327519
girg,2000000,10384,2.5,0.4,424.26,2e+06,228,3728,11265,47,52.301517
girg,2000000,10245,2.5,0.4,424.26,2e+06,228,4029,11965,45,49.481324
girg,2000000,10240,2.5,0.4,424.26,2e+06,228,482,10482,51,46.211213
girg,2000000,10377,2.5,0.4,424.26,2e+06,228,56,12319,44,50.212982
girg,2000000,10290,2.5,0.4,424.26,2e+06,228,7821,12683,44,51.153324
girg,2000000,1062,2.5,0.4,707.11,1414.21,69,17,379,20,2.869780
girg,2000000,1084,2.5,0.4,707.11,1414.21,69,1928,416,19,3.197127
girg,2000000,1109,2.5,0.4,707.11,1414.21,69,2839,413,22,3.140835
girg,2000000,1072,2.5,0.4,707.11,1414.21,69,291,403,18,1.083588
girg,2000000,1078,2.5,0.4,707.11,1414.21,69,34,334,22,1.959677
girg,2000000,1064,2.5,0.4,707.11,1414.21,69,3728,408,18,1.062706
girg,2000000,1055,2.5,0.4,707.11,1414.21,69,4029,382,18,3.208510
girg,2000000,1064,2.5,0.4,707.11,1414.21,69,482,364,21,2.819774
girg,2000000,1076,2.5,0.4,707.11,1414.21,69,56,407,17,1.091340
girg,2000000,1084,2.5,0.4,707.11,1414.21,69,7821,399,20,1.087220
girg,2000000,4017,2.5,0.4,707.11,2e+06,106,17,4167,45,15.580902
girg,2000000,4071,2.5,0.4,707.11,2e+06,106,1928,4182,47,33.189577
girg,2000000,4023,2.5,0.4,707.11,2e+06,106,2839,4580,47,31.671086
girg,2000000,4060,2.5,0.4,707.11,2e+06,106,291,4374,44,34.707299
girg,2000000,4036,2.5,0.4,707.11,2e+06,106,34,2866,46,22.565796
girg,2000000,4069,2.5,0.4,707.11,2e+06,106,3728,4179,45,34.736912
girg,2000000,4046,2.5,0.4,707.11,2e+06,106,4029,3393,46,14.693148
girg,2000000,4073,2.5,0.4,707.11,2e+06,106,482,2321,51,31.036159
girg,2000000,4079,2.5,0.4,707.11,2e+06,106,56,3873,44,16.378141
girg,2000000,4044,2.5,0.4,707.11,2e+06,106,7821,4156,45,15.424736
girg,2000000,239,2.5,0.4,989.95,1414.21,27,17,53,14,0.417232
girg,2000000,240,2.5,0.4,989.95,1414.21,27,1928,59,12,0.464515
girg,2000000,261,2.5,0.4,989.95,1414.21,27,2839,59,14,0.528000
girg,2000000,249,2.5,0.4,989.95,1414.21,27,291,86,13,0.500623
girg,2000000,234,2.5,0.4,989.95,1414.21,27,34,72,13,0.292914
girg,2000000,237,2.5,0.4,989.95,1414.21,27,3728,65,11,0.449918
girg,2000000,240,2.5,0.4,989.95,1414.21,27,4029,73,12,0.501321
girg,2000000,241,2.5,0.4,989.95,1414.21,27,482,42,17,0.132139
girg,2000000,242,2.5,0.4,989.95,1414.21,27,56,94,12,0.520877
girg,2000000,239,2.5,0.4,989.95,1414.21,27,7821,84,13,0.158749
girg,2000000,1877,2.5,0.4,989.95,2e+06,64,17,822,43,3.808238
girg,2000000,1867,2.5,0.4,989.95,2e+06,64,1928,772,43,10.818142
girg,2000000,1870,2.5,0.4,989.95,2e+06,64,2839,287,46,9.140414
girg,2000000,1886,2.5,0.4,989.95,2e+06,64,291,1160,42,12.682556
girg,2000000,1877,2.5,0.4,989.95,2e+06,64,34,340,44,8.105921
girg,2000000,1878,2.5,0.4,989.95,2e+06,64,3728,928,42,12.503134
girg,2000000,1868,2.5,0.4,989.95,2e+06,64,4029,512,42,10.877787
girg,2000000,1886,2.5,0.4,989.95,2e+06,64,482,309,46,9.418382
girg,2000000,1870,2.5,0.4,989.95,2e+06,64,56,452,43,4.274429
girg,2000000,1873,2.5,0.4,989.95,2e+06,64,7821,819,44,10.730282
girg,2000000,4249,2.5,0.8,424.26,1414.21,191,17,4631,19,7.416799
girg,2000000,4286,2.5,0.8,424.26,1414.21,191,1928,5481,18,8.120171
girg,2000000,4326,2.5,0.8,424.26,1414.21,191,2839,5110,17,7.840037
girg,2000000,4314,2.5,0.8,424.26,1414.21,191,291,5064,20,7.496977
girg,2000000,4192,2.5,0.8,424.26,1414.21,191,34,4481,22,13.569607
girg,2000000,4423,2.5,0.8,424.26,1414.21,191,3728,5714,19,8.535447
girg,2000000,4365,2.5,0.8,424.26,1414.21,191,4029,5266,17,8.483276
girg,2000000,4246,2.5,0.8,424.26,1414.21,191,482,4963,19,7.589796
girg,2000000,4285,2.5,0.8,424.26,1414.21,191,56,5184,17,7.507383
girg,2000000,4257,2.5,0.8,424.26,1414.21,191,7821,4996,18,7.686246
girg,2000000,10345,2.5,0.8,424.26,2e+06,228,17,42514,36,83.502701
girg,2000000,10271,2.5,0.8,424.26,2e+06,228,1928,35220,39,73.436891
girg,2000000,10320,2.5,0.8,424.26,2e+06,228,2839,41012,39,82.755957
girg,2000000,10230,2.5,0.8,424.26,2e+06,228,291,37020,36,75.501330
girg,2000000,10190,2.5,0.8,424.26,2e+06,228,34,39439,38,151.898973
girg,2000000,10365,2.5,0.8,424.26,2e+06,228,3728,42459,37,85.718346
girg,2000000,10248,2.5,0.8,424.26,2e+06,228,4029,38585,36,77.903592
girg,2000000,10257,2.5,0.8,424.26,2e+06,228,482,40288,40,79.402876
girg,2000000,10282,2.5,0.8,424.26,2e+06,228,56,40317,37,79.832818
girg,2000000,10221,2.5,0.8,424.26,2e+06,228,7821,43981,36,83.045309
girg,2000000,1060,2.5,0.8,707.11,1414.21,69,17,861,18,3.781349
girg,2000000,1091,2.5,0.8,707.11,1414.21,69,1928,947,16,2.501087
girg,2000000,1077,2.5,0.8,707.11,1414.21,69,2839,973,17,1.409258
girg,2000000,1078,2.5,0.8,707.11,1414.21,69,291,885,16,1.427347
girg,2000000,1077,2.5,0.8,707.11,1414.21,69,34,792,18,2.417557
girg,2000000,1105,2.5,0.8,707.11,1414.21,69,3728,970,15,3.847139
girg,2000000,1067,2.5,0.8,707.11,1414.21,69,4029,926,15,3.966778
girg,2000000,1090,2.5,0.8,707.11,1414.21,69,482,893,17,3.855939
girg,2000000,1079,2.5,0.8,707.11,1414.21,69,56,1035,13,4.172879
girg,2000000,1091,2.5,0.8,707.11,1414.21,69,7821,981,16,4.065323
girg,2000000,4005,2.5,0.8,707.11,2e+06,106,17,17266,38,47.856669
