model,n,m,tau,T,core_lb,core_ub,core_size,seed,nr_cliques,max_clique,time_cliques
girg,1000000000000,3057,2.8,0.4,300000,1e+12,138,17,1280,25,12.531000
girg,1000000000000,3085,2.8,0.4,300000,1e+12,138,1928,1406,25,10.209824
girg,1000000000000,3048,2.8,0.4,300000,1e+12,138,2839,1352,26,12.584568
girg,1000000000000,3028,2.8,0.4,300000,1e+12,138,291,1182,25,12.629895
girg,1000000000000,3071,2.8,0.4,300000,1e+12,138,34,1209,26,8.992347
girg,1000000000000,3100,2.8,0.4,300000,1e+12,138,3728,1417,25,13.965052
girg,1000000000000,3094,2.8,0.4,300000,1e+12,138,4029,1410,23,4.731470
girg,1000000000000,3029,2.8,0.4,300000,1e+12,138,482,1625,24,13.833401
girg,1000000000000,3032,2.8,0.4,300000,1e+12,138,56,1206,22,12.925814
girg,1000000000000,3051,2.8,0.4,300000,1e+12,138,7821,1203,25,4.372975
girg,1000000000000,1639,2.8,0.4,300000,1e+06,123,17,521,18,1.276769
girg,1000000000000,1639,2.8,0.4,300000,1e+06,123,1928,607,16,1.384325
girg,1000000000000,1666,2.8,0.4,300000,1e+06,123,2839,581,18,3.647254
girg,1000000000000,1631,2.8,0.4,300000,1e+06,123,291,479,17,3.546263
girg,1000000000000,1647,2.8,0.4,300000,1e+06,123,34,442,17,2.494591
girg,1000000000000,1693,2.8,0.4,300000,1e+06,123,3728,630,16,3.832123
girg,1000000000000,1673,2.8,0.4,300000,1e+06,123,4029,601,16,1.418198
girg,1000000000000,1628,2.8,0.4,300000,1e+06,123,482,459,17,1.258052
girg,1000000000000,1679,2.8,0.4,300000,1e+06,123,56,575,16,4.009870
girg,1000000000000,1651,2.8,0.4,300000,1e+06,123,7821,542,16,3.925501
girg,1000000000000,970,2.8,0.4,500000,1e+12,55,17,313,23,3.111082
girg,1000000000000,953,2.8,0.4,500000,1e+12,55,1928,199,23,0.958712
girg,1000000000000,998,2.8,0.4,500000,1e+12,55,2839,220,26,2.864472
girg,1000000000000,987,2.8,0.4,500000,1e+12,55,291,297,22,3.267317
girg,1000000000000,979,2.8,0.4,500000,1e+12,55,34,229,25,2.099709
girg,1000000000000,994,2.8,0.4,500000,1e+12,55,3728,358,22,3.576714
girg,1000000000000,969,2.8,0.4,500000,1e+12,55,4029,351,20,3.375222
girg,1000000000000,978,2.8,0.4,500000,1e+12,55,482,269,23,3.235748
girg,1000000000000,990,2.8,0.4,500000,1e+12,55,56,278,23,3.158015
girg,1000000000000,998,2.8,0.4,500000,1e+12,55,7821,282,24,3.220453
girg,1000000000000,346,2.8,0.4,500000,1e+06,40,17,96,14,0.198908
girg,1000000000000,347,2.8,0.4,500000,1e+06,40,1928,106,12,0.629969
girg,1000000000000,396,2.8,0.4,500000,1e+06,40,2839,111,14,0.261975
girg,1000000000000,336,2.8,0.4,500000,1e+06,40,291,81,11,0.503905
girg,1000000000000,360,2.8,0.4,500000,1e+06,40,34,77,15,0.399702
girg,1000000000000,342,2.8,0.4,500000,1e+06,40,3728,93,12,0.570953
girg,1000000000000,349,2.8,0.4,500000,1e+06,40,4029,92,11,0.613277
girg,1000000000000,360,2.8,0.4,500000,1e+06,40,482,72,17,0.238927
girg,1000000000000,350,2.8,0.4,500000,1e+06,40,56,121,10,0.525137
girg,1000000000000,357,2.8,0.4,500000,1e+06,40,7821,66,14,0.494617
girg,1000000000000,389,2.8,0.4,700000,1e+12,30,17,56,20,0.666426
girg,1000000000000,394,2.8,0.4,700000,1e+12,30,1928,36,20,0.771956
girg,1000000000000,406,2.8,0.4,700000,1e+12,30,2839,28,22,0.283905
girg,1000000000000,395,2.8,0.4,700000,1e+12,30,291,35,22,0.735429
girg,1000000000000,380,2.8,0.4,700000,1e+12,30,34,23,20,0.496711
girg,1000000000000,401,2.8,0.4,700000,1e+12,30,3728,47,20,0.823219
girg,1000000000000,397,2.8,0.4,700000,1e+12,30,4029,40,21,0.802687
girg,1000000000000,385,2.8,0.4,700000,1e+12,30,482,53,19,0.847385
girg,1000000000000,396,2.8,0.4,700000,1e+12,30,56,90,19,0.320851
girg,1000000000000,402,2.8,0.4,700000,1e+12,30,7821,26,23,0.242978
girg,1000000000000,79,2.8,0.4,700000,1e+06,15,17,21,8,0.143873
girg,1000000000000,68,2.8,0.4,700000,1e+06,15,1928,18,7,0.105809
girg,1000000000000,73,2.8,0.4,700000,1e+06,15,2839,17,8,0.041904
girg,1000000000000,73,2.8,0.4,700000,1e+06,15,291,13,9,0.117124
girg,1000000000000,70,2.8,0.4,700000,1e+06,15,34,19,7,0.071936
girg,1000000000000,65,2.8,0.4,700000,1e+06,15,3728,14,7,0.098826
girg,1000000000000,73,2.8,0.4,700000,1e+06,15,4029,16,8,0.039461
girg,1000000000000,99,2.8,0.4,700000,1e+06,15,482,6,12,0.145270
girg,1000000000000,69,2.8,0.4,700000,1e+06,15,56,14,7,0.036038
girg,1000000000000,75,2.8,0.4,700000,1e+06,15,7821,11,9,0.040019
girg,1000000000000,3047,2.8,0.8,300000,1e+12,138,17,3241,21,6.284880
girg,1000000000000,3090,2.8,0.8,300000,1e+12,138,1928,3710,18,12.013405
girg,1000000000000,3052,2.8,0.8,300000,1e+12,138,2839,3033,22,8.457644
girg,1000000000000,3027,2.8,0.8,300000,1e+12,138,291,2896,20,13.896746
girg,1000000000000,3046,2.8,0.8,300000,1e+12,138,34,2924,21,10.126779
girg,1000000000000,3126,2.8,0.8,300000,1e+12,138,3728,4121,18,15.134754
girg,1000000000000,3107,2.8,0.8,300000,1e+12,138,4029,3649,18,16.464113
girg,1000000000000,2992,2.8,0.8,300000,1e+12,138,482,3629,22,13.602156
girg,1000000000000,3046,2.8,0.8,300000,1e+12,138,56,3047,19,5.848373
girg,1000000000000,3046,2.8,0.8,300000,1e+12,138,7821,3196,20,13.551451
girg,1000000000000,1629,2.8,0.8,300000,1e+06,123,17,1045,13,3.942473
girg,1000000000000,1631,2.8,0.8,300000,1e+06,123,1928,1124,11,1.713486
girg,1000000000000,1690,2.8,0.8,300000,1e+06,123,2839,1188,13,1.972808
girg,1000000000000,1663,2.8,0.8,300000,1e+06,123,291,1034,14,3.965381
girg,1000000000000,1624,2.8,0.8,300000,1e+06,123,34,923,16,2.411341
girg,1000000000000,1685,2.8,0.8,300000,1e+06,123,3728,1231,11,4.040670
girg,1000000000000,1679,2.8,0.8,300000,1e+06,123,4029,1231,13,4.292587
girg,1000000000000,1636,2.8,0.8,300000,1e+06,123,482,1068,12,1.476375
girg,1000000000000,1662,2.8,0.8,300000,1e+06,123,56,1082,12,4.021672
girg,1000000000000,1654,2.8,0.8,300000,1e+06,123,7821,1084,12,3.989057
girg,1000000000000,969,2.8,0.8,500000,1e+12,55,17,656,21,1.418617
girg,1000000000000,954,2.8,0.8,500000,1e+12,55,1928,594,19,2.176465
girg,1000000000000,1003,2.8,0.8,500000,1e+12,55,2839,548,24,1.418757
girg,1000000000000,977,2.8,0.8,500000,1e+12,55,291,737,19,1.684643
girg,1000000000000,996,2.8,0.8,500000,1e+12,55,34,497,25,2.451500
girg,1000000000000,993,2.8,0.8,500000,1e+12,55,3728,767,19,1.610750
girg,1000000000000,977,2.8,0.8,500000,1e+12,55,4029,667,19,4.062670
girg,1000000000000,982,2.8,0.8,500000,1e+12,55,482,768,23,3.738675
girg,1000000000000,998,2.8,0.8,500000,1e+12,55,56,683,19,4.305368
girg,1000000000000,994,2.8,0.8,500000,1e+12,55,7821,824,22,4.378422
girg,1000000000000,346,2.8,0.8,500000,1e+06,40,17,161,12,0.693944
girg,1000000000000,353,2.8,0.8,500000,1e+06,40,1928,159,11,0.682909
girg,1000000000000,387,2.8,0.8,500000,1e+06,40,2839,236,12,0.732077
girg,1000000000000,354,2.8,0.8,500000,1e+06,40,291,152,11,0.251079
girg,1000000000000,366,2.8,0.8,500000,1e+06,40,34,153,12,0.482324
girg,1000000000000,331,2.8,0.8,500000,1e+06,40,3728,145,10,0.225866
girg,1000000000000,354,2.8,0.8,500000,1e+06,40,4029,199,10,0.774470
girg,1000000000000,363,2.8,0.8,500000,1e+06,40,482,142,13,0.401029
girg,1000000000000,341,2.8,0.8,500000,1e+06,40,56,165,9,0.648127
girg,1000000000000,360,2.8,0.8,500000,1e+06,40,7821,115,13,0.256457
girg,1000000000000,389,2.8,0.8,700000,1e+12,30,17,53,20,0.654064
girg,1000000000000,395,2.8,0.8,700000,1e+12,30,1928,52,20,0.818890
girg,1000000000000,402,2.8,0.8,700000,1e+12,30,2839,28,22,0.740737
girg,1000000000000,395,2.8,0.8,700000,1e+12,30,291,64,19,0.376864
girg,1000000000000,378,2.8,0.8,700000,1e+12,30,34,41,20,0.483302
girg,1000000000000,399,2.8,0.8,700000,1e+12,30,3728,99,20,0.946280
girg,1000000000000,401,2.8,0.8,700000,1e+12,30,4029,49,21,0.827480
girg,1000000000000,384,2.8,0.8,700000,1e+12,30,482,109,19,0.626267
girg,1000000000000,394,2.8,0.8,700000,1e+12,30,56,97,19,1.058306
girg,1000000000000,402,2.8,0.8,700000,1e+12,30,7821,42,21,0.833137
girg,1000000000000,77,2.8,0.8,700000,1e+06,15,17,23,7,0.129625
girg,1000000000000,69,2.8,0.8,700000,1e+06,15,1928,26,6,0.122991
girg,1000000000000,73,2.8,0.8,700000,1e+06,15,2839,17,8,0.043022
girg,1000000000000,70,2.8,0.8,700000,1e+06,15,291,17,8,0.112095
girg,1000000000000,75,2.8,0.8,700000,1e+06,15,34,27,6,0.086394
girg,1000000000000,63,2.8,0.8,700000,1e+06,15,3728,20,7,0.095613
girg,1000000000000,77,2.8,0.8,700000,1e+06,15,4029,24,8,0.129416
girg,1000000000000,93,2.8,0.8,700000,1e+06,15,482,10,11,0.050566
girg,1000000000000,70,2.8,0.8,700000,1e+06,15,56,26,7,0.120686
girg,1000000000000,78,2.8,0.8,700000,1e+06,15,7821,18,8,0.129765
girg,1000000000000,3087,2.8,0,300000,1e+12,138,17,210,29,8.467423
girg,1000000000000,3116,2.8,0,300000,1e+12,138,1928,200,30,7.361696
girg,1000000000000,3052,2.8,0,300000,1e+12,138,2839,195,32,6.946628
girg,1000000000000,3038,2.8,0,300000,1e+12,138,291,205,28,7.349612
girg,1000000000000,3062,2.8,0,300000,1e+12,138,34,210,31,7.468899
girg,1000000000000,3111,2.8,0,300000,1e+12,138,3728,215,31,7.392006
girg,1000000000000,3068,2.8,0,300000,1e+12,138,4029,201,30,7.150984
girg,1000000000000,3081,2.8,0,300000,1e+12,138,482,215,29,8.138471
girg,1000000000000,3048,2.8,0,300000,1e+12,138,56,207,29,7.080095
girg,1000000000000,3025,2.8,0,300000,1e+12,138,7821,198,28,7.057257
girg,1000000000000,1655,2.8,0,300000,1e+06,123,17,98,20,2.058992
girg,1000000000000,1650,2.8,0,300000,1e+06,123,1928,105,19,2.200211
girg,1000000000000,1654,2.8,0,300000,1e+06,123,2839,98,21,2.097894
girg,1000000000000,1646,2.8,0,300000,1e+06,123,291,95,23,2.217253
girg,1000000000000,1665,2.8,0,300000,1e+06,123,34,109,21,2.117240
girg,1000000000000,1665,2.8,0,300000,1e+06,123,3728,112,22,2.147621
girg,1000000000000,1638,2.8,0,300000,1e+06,123,4029,110,19,1.983284
girg,1000000000000,1612,2.8,0,300000,1e+06,123,482,86,22,1.899335
girg,1000000000000,1649,2.8,0,300000,1e+06,123,56,103,19,2.342897
girg,1000000000000,1624,2.8,0,300000,1e+06,123,7821,89,20,1.867557
girg,1000000000000,970,2.8,0,500000,1e+12,55,17,76,25,1.793316
girg,1000000000000,969,2.8,0,500000,1e+12,55,1928,51,26,1.654122
girg,1000000000000,1016,2.8,0,500000,1e+12,55,2839,46,29,1.778510
girg,1000000000000,986,2.8,0,500000,1e+12,55,291,55,25,1.763773
girg,1000000000000,964,2.8,0,500000,1e+12,55,34,55,26,1.668439
girg,1000000000000,989,2.8,0,500000,1e+12,55,3728,60,25,1.768942
girg,1000000000000,974,2.8,0,500000,1e+12,55,4029,62,24,1.740935
girg,1000000000000,983,2.8,0,500000,1e+12,55,482,71,25,1.738979
girg,1000000000000,993,2.8,0,500000,1e+12,55,56,60,27,1.715303
girg,1000000000000,987,2.8,0,500000,1e+12,55,7821,58,26,1.760142
girg,1000000000000,354,2.8,0,500000,1e+06,40,17,26,15,0.349695
girg,1000000000000,342,2.8,0,500000,1e+06,40,1928,23,13,0.317778
girg,1000000000000,394,2.8,0,500000,1e+06,40,2839,21,17,0.390832
girg,1000000000000,330,2.8,0,500000,1e+06,40,291,25,14,0.316590
girg,1000000000000,365,2.8,0,500000,1e+06,40,34,18,19,0.311143
girg,1000000000000,349,2.8,0,500000,1e+06,40,3728,26,13,0.337194
girg,1000000000000,339,2.8,0,500000,1e+06,40,4029,24,12,0.344947
girg,1000000000000,365,2.8,0,500000,1e+06,40,482,18,20,0.339290
girg,1000000000000,355,2.8,0,500000,1e+06,40,56,27,12,0.397048
girg,1000000000000,335,2.8,0,500000,1e+06,40,7821,24,15,0.321968
girg,1000000000000,391,2.8,0,700000,1e+12,30,17,24,21,0.555587
girg,1000000000000,396,2.8,0,700000,1e+12,30,1928,14,22,0.496502
girg,1000000000000,410,2.8,0,700000,1e+12,30,2839,8,25,0.476108
girg,1000000000000,394,2.8,0,700000,1e+12,30,291,17,22,0.540711
girg,1000000000000,387,2.8,0,700000,1e+12,30,34,16,21,0.499156
girg,1000000000000,392,2.8,0,700000,1e+12,30,3728,15,21,0.476667
girg,1000000000000,391,2.8,0,700000,1e+12,30,4029,14,22,0.452991
girg,1000000000000,392,2.8,0,700000,1e+12,30,482,25,21,0.572280
girg,1000000000000,394,2.8,0,700000,1e+12,30,56,24,21,0.571442
girg,1000000000000,403,2.8,0,700000,1e+12,30,7821,21,23,0.515988
girg,1000000000000,77,2.8,0,700000,1e+06,15,17,7,9,0.070191
girg,1000000000000,67,2.8,0,700000,1e+06,15,1928,10,7,0.066489
girg,1000000000000,72,2.8,0,700000,1e+06,15,2839,7,9,0.067257
girg,1000000000000,79,2.8,0,700000,1e+06,15,291,9,10,0.075848
girg,1000000000000,65,2.8,0,700000,1e+06,15,34,9,7,0.060552
girg,1000000000000,74,2.8,0,700000,1e+06,15,3728,11,8,0.083670
girg,1000000000000,70,2.8,0,700000,1e+06,15,4029,12,8,0.077663
girg,1000000000000,99,2.8,0,700000,1e+06,15,482,2,13,0.081156
girg,1000000000000,70,2.8,0,700000,1e+06,15,56,11,8,0.068514
girg,1000000000000,72,2.8,0,700000,1e+06,15,7821,8,10,0.068654
girg,1000000,7221,2.5,0.4,300,1e+06,192,17,5857,37,24.487417
girg,1000000,7282,2.5,0.4,300,1e+06,192,1928,4982,42,23.392864
girg,1000000,7238,2.5,0.4,300,1e+06,192,2839,5540,41,34.943432
girg,1000000,7235,2.5,0.4,300,1e+06,192,291,5266,37,24.050350
girg,1000000,7112,2.5,0.4,300,1e+06,192,34,5056,40,50.386731
girg,1000000,7316,2.5,0.4,300,1e+06,192,3728,5889,39,24.965761
girg,1000000,7312,2.5,0.4,300,1e+06,192,4029,5249,39,24.152738
girg,1000000,7304,2.5,0.4,300,1e+06,192,482,6371,41,30.634502
girg,1000000,7253,2.5,0.4,300,1e+06,192,56,5806,39,24.040851
girg,1000000,7255,2.5,0.4,300,1e+06,192,7821,6554,40,24.679900
girg,1000000,3044,2.5,0.4,300,1000,161,17,1403,23,3.701451
girg,1000000,3057,2.5,0.4,300,1000,161,1928,1306,22,3.653749
girg,1000000,3057,2.5,0.4,300,1000,161,2839,1330,24,7.258329
girg,1000000,3004,2.5,0.4,300,1000,161,291,1268,23,7.287453
girg,1000000,2998,2.5,0.4,300,1000,161,34,1078,24,7.487896
girg,1000000,3109,2.5,0.4,300,1000,161,3728,1340,22,9.419569
girg,1000000,3072,2.5,0.4,300,1000,161,4029,1379,20,7.159714
girg,1000000,2987,2.5,0.4,300,1000,161,482,1168,23,3.359787
girg,1000000,3029,2.5,0.4,300,1000,161,56,1294,19,8.930751
girg,1000000,3059,2.5,0.4,300,1000,161,7821,1345,21,7.380901
girg,1000000,2809,2.5,0.4,500,1e+06,89,17,1734,37,23.001543
girg,1000000,2864,2.5,0.4,500,1e+06,89,1928,1565,40,7.573384
girg,1000000,2819,2.5,0.4,500,1e+06,89,2839,1262,40,20.232265
girg,1000000,2830,2.5,0.4,500,1e+06,89,291,1354,39,21.313479
girg,1000000,2819,2.5,0.4,500,1e+06,89,34,1336,40,16.538421
girg,1000000,2852,2.5,0.4,500,1e+06,89,3728,2073,38,8.258248
girg,1000000,2835,2.5,0.4,500,1e+06,89,4029,1811,38,21.396170
girg,1000000,2864,2.5,0.4,500,1e+06,89,482,1158,43,19.429508
girg,1000000,2833,2.5,0.4,500,1e+06,89,56,1405,39,20.848265
girg,1000000,2851,2.5,0.4,500,1e+06,89,7821,1688,39,21.493529
girg,1000000,753,2.5,0.4,500,1000,58,17,287,18,1.789195
girg,1000000,755,2.5,0.4,500,1000,58,1928,242,16,1.808681
girg,1000000,801,2.5,0.4,500,1000,58,2839,292,19,2.161031
girg,1000000,757,2.5,0.4,500,1000,58,291,261,15,1.932160
girg,1000000,766,2.5,0.4,500,1000,58,34,218,21,3.188535
girg,1000000,741,2.5,0.4,500,1000,58,3728,196,15,1.731087
girg,1000000,743,2.5,0.4,500,1000,58,4029,276,14,1.938377
girg,1000000,766,2.5,0.4,500,1000,58,482,204,20,1.654192
girg,1000000,775,2.5,0.4,500,1000,58,56,245,15,1.892071
girg,1000000,756,2.5,0.4,500,1000,58,7821,260,18,0.588204
girg,1000000,1283,2.5,0.4,700,1e+06,53,17,197,37,5.100093
girg,1000000,1279,2.5,0.4,700,1e+06,53,1928,252,37,5.490786
girg,1000000,1293,2.5,0.4,700,1e+06,53,2839,164,39,4.789159
girg,1000000,1278,2.5,0.4,700,1e+06,53,291,251,37,5.272810
girg,1000000,1278,2.5,0.4,700,1e+06,53,34,232,37,4.205774
girg,1000000,1287,2.5,0.4,700,1e+06,53,3728,216,38,5.475630
girg,1000000,1287,2.5,0.4,700,1e+06,53,4029,276,37,5.316252
girg,1000000,1287,2.5,0.4,700,1e+06,53,482,172,38,5.143604
girg,1000000,1277,2.5,0.4,700,1e+06,53,56,138,37,5.062030
girg,1000000,1281,2.5,0.4,700,1e+06,53,7821,100,39,4.511191
girg,1000000,160,2.5,0.4,700,1000,22,17,55,10,0.287467
girg,1000000,158,2.5,0.4,700,1000,22,1928,37,10,0.277200
girg,1000000,174,2.5,0.4,700,1000,22,2839,27,13,0.297804
girg,1000000,159,2.5,0.4,700,1000,22,291,29,12,0.246191
girg,1000000,158,2.5,0.4,700,1000,22,34,50,11,0.189479
girg,1000000,153,2.5,0.4,700,1000,22,3728,33,9,0.255200
girg,1000000,156,2.5,0.4,700,1000,22,4029,51,11,0.278597
girg,1000000,168,2.5,0.4,700,1000,22,482,15,16,0.155955
girg,1000000,161,2.5,0.4,700,1000,22,56,44,11,0.275385
girg,1000000,153,2.5,0.4,700,1000,22,7821,25,11,0.239625
girg,1000000,7239,2.5,0.8,300,1e+06,192,17,18302,31,44.618756
girg,1000000,7245,2.5,0.8,300,1e+06,192,1928,20082,32,41.744646
girg,1000000,7196,2.5,0.8,300,1e+06,192,2839,17920,34,38.867393
girg,1000000,7157,2.5,0.8,300,1e+06,192,291,16152,32,37.764529
girg,1000000,7130,2.5,0.8,300,1e+06,192,34,16983,34,65.843589
girg,1000000,7351,2.5,0.8,300,1e+06,192,3728,18246,32,41.575980
girg,1000000,7263,2.5,0.8,300,1e+06,192,4029,17677,32,38.908879
girg,1000000,7313,2.5,0.8,300,1e+06,192,482,20355,32,43.413644
girg,1000000,7243,2.5,0.8,300,1e+06,192,56,18559,32,44.545493
girg,1000000,7306,2.5,0.8,300,1e+06,192,7821,21682,31,45.055264
girg,1000000,3014,2.5,0.8,300,1000,161,17,2886,16,4.400702
girg,1000000,3099,2.5,0.8,300,1000,161,1928,3272,15,9.179035
girg,1000000,3044,2.5,0.8,300,1000,161,2839,3040,16,9.773036
girg,1000000,3051,2.5,0.8,300,1000,161,291,2771,19,8.541873
girg,1000000,3014,2.5,0.8,300,1000,161,34,2443,18,7.175216
girg,1000000,3068,2.5,0.8,300,1000,161,3728,2888,15,9.573499
girg,1000000,3067,2.5,0.8,300,1000,161,4029,2928,16,10.298661
girg,1000000,2972,2.5,0.8,300,1000,161,482,2636,15,8.897714
girg,1000000,3010,2.5,0.8,300,1000,161,56,2757,16,9.668623
girg,1000000,3063,2.5,0.8,300,1000,161,7821,2781,17,4.693686
girg,1000000,2808,2.5,0.8,500,1e+06,89,17,5203,33,26.945131
girg,1000000,2849,2.5,0.8,500,1e+06,89,1928,5039,35,27.204521
girg,1000000,2828,2.5,0.8,500,1e+06,89,2839,4302,39,28.590662
girg,1000000,2822,2.5,0.8,500,1e+06,89,291,5760,35,30.433145
girg,1000000,2825,2.5,0.8,500,1e+06,89,34,4713,38,21.455389
girg,1000000,2852,2.5,0.8,500,1e+06,89,3728,9553,34,36.518699
girg,1000000,2816,2.5,0.8,500,1e+06,89,4029,5943,34,12.548460
girg,1000000,2853,2.5,0.8,500,1e+06,89,482,4945,39,25.390393
girg,1000000,2816,2.5,0.8,500,1e+06,89,56,5826,36,28.423322
girg,1000000,2868,2.5,0.8,500,1e+06,89,7821,7159,35,33.520690
girg,1000000,746,2.5,0.8,500,1000,58,17,518,16,2.087208
girg,1000000,765,2.5,0.8,500,1000,58,1928,527,15,2.108161
girg,1000000,803,2.5,0.8,500,1000,58,2839,766,15,2.707049
girg,1000000,764,2.5,0.8,500,1000,58,291,518,14,2.211316
girg,1000000,766,2.5,0.8,500,1000,58,34,546,15,1.412680
girg,1000000,752,2.5,0.8,500,1000,58,3728,484,12,2.136166
girg,1000000,734,2.5,0.8,500,1000,58,4029,574,11,2.130649
girg,1000000,776,2.5,0.8,500,1000,58,482,522,15,2.140148
girg,1000000,770,2.5,0.8,500,1000,58,56,574,12,2.289189
girg,1000000,763,2.5,0.8,500,1000,58,7821,477,15,2.118846
girg,1000000,1281,2.5,0.8,700,1e+06,53,17,560,36,6.014524
girg,1000000,1278,2.5,0.8,700,1e+06,53,1928,600,35,2.378306
girg,1000000,1291,2.5,0.8,700,1e+06,53,2839,244,38,5.355781
girg,1000000,1278,2.5,0.8,700,1e+06,53,291,485,35,6.035547
girg,1000000,1275,2.5,0.8,700,1e+06,53,34,451,36,4.328135
girg,1000000,1288,2.5,0.8,700,1e+06,53,3728,1056,35,2.472173
girg,1000000,1296,2.5,0.8,700,1e+06,53,4029,574,36,2.220325
girg,1000000,1294,2.5,0.8,700,1e+06,53,482,524,36,2.234084
girg,1000000,1278,2.5,0.8,700,1e+06,53,56,367,37,5.358087
girg,1000000,1279,2.5,0.8,700,1e+06,53,7821,275,37,1.837455
girg,1000000,163,2.5,0.8,700,1000,22,17,75,10,0.334679
girg,1000000,158,2.5,0.8,700,1000,22,1928,61,9,0.113911
girg,1000000,173,2.5,0.8,700,1000,22,2839,62,11,0.120267
girg,1000000,160,2.5,0.8,700,1000,22,291,54,11,0.274337
girg,1000000,158,2.5,0.8,700,1000,22,34,86,9,0.205822
girg,1000000,153,2.5,0.8,700,1000,22,3728,64,8,0.278737
girg,1000000,158,2.5,0.8,700,1000,22,4029,72,10,0.296128
girg,1000000,170,2.5,0.8,700,1000,22,482,17,15,0.228312
girg,1000000,161,2.5,0.8,700,1000,22,56,89,9,0.326019
girg,1000000,153,2.5,0.8,700,1000,22,7821,42,10,0.094147
girg,1000000,7310,2.5,0,300,1e+06,192,17,486,47,41.898097
girg,1000000,7249,2.5,0,300,1e+06,192,1928,490,51,40.928349
girg,1000000,7178,2.5,0,300,1e+06,192,2839,417,48,36.719013
girg,1000000,7263,2.5,0,300,1e+06,192,291,471,45,40.733283
girg,1000000,7218,2.5,0,300,1e+06,192,34,450,48,33.699199
girg,1000000,7321,2.5,0,300,1e+06,192,3728,440,47,36.504600
girg,1000000,7270,2.5,0,300,1e+06,192,4029,463,48,37.036930
girg,1000000,7323,2.5,0,300,1e+06,192,482,411,54,38.095515
girg,1000000,7274,2.5,0,300,1e+06,192,56,490,45,39.018189
girg,1000000,7206,2.5,0,300,1e+06,192,7821,493,45,38.340378
girg,1000000,3119,2.5,0,300,1000,161,17,174,28,5.906482
girg,1000000,3047,2.5,0,300,1000,161,1928,194,28,5.622995
girg,1000000,3044,2.5,0,300,1000,161,2839,184,28,5.274348
girg,1000000,2999,2.5,0,300,1000,161,291,174,27,5.476608
girg,1000000,3029,2.5,0,300,1000,161,34,171,28,4.276523
girg,1000000,3040,2.5,0,300,1000,161,3728,166,27,5.255560
girg,1000000,3038,2.5,0,300,1000,161,4029,201,26,5.295859
girg,1000000,2994,2.5,0,300,1000,161,482,149,25,4.953217
girg,1000000,3009,2.5,0,300,1000,161,56,183,24,5.286082
girg,1000000,2971,2.5,0,300,1000,161,7821,171,25,5.095484
girg,1000000,2820,2.5,0,500,1e+06,89,17,163,43,11.028506
girg,1000000,2858,2.5,0,500,1e+06,89,1928,193,46,10.608550
girg,1000000,2825,2.5,0,500,1e+06,89,2839,142,45,15.857615
girg,1000000,2847,2.5,0,500,1e+06,89,291,141,43,17.017680
girg,1000000,2838,2.5,0,500,1e+06,89,34,162,46,11.279720
girg,1000000,2838,2.5,0,500,1e+06,89,3728,137,44,15.915862
girg,1000000,2844,2.5,0,500,1e+06,89,4029,153,43,16.980803
girg,1000000,2881,2.5,0,500,1e+06,89,482,111,50,14.763132
girg,1000000,2827,2.5,0,500,1e+06,89,56,169,43,15.913837
girg,1000000,2826,2.5,0,500,1e+06,89,7821,159,44,15.660662
girg,1000000,764,2.5,0,500,1000,58,17,36,20,1.339417
girg,1000000,761,2.5,0,500,1000,58,1928,50,20,1.475538
girg,1000000,790,2.5,0,500,1000,58,2839,39,23,1.366446
girg,1000000,744,2.5,0,500,1000,58,291,35,18,1.300865
girg,1000000,750,2.5,0,500,1000,58,34,37,23,0.659582
girg,1000000,758,2.5,0,500,1000,58,3728,42,19,1.370357
girg,1000000,746,2.5,0,500,1000,58,4029,45,17,1.478751
girg,1000000,746,2.5,0,500,1000,58,482,30,22,1.157061
girg,1000000,758,2.5,0,500,1000,58,56,54,19,1.366865
girg,1000000,760,2.5,0,500,1000,58,7821,46,20,1.427347
girg,1000000,1279,2.5,0,700,1e+06,53,17,50,40,4.069585
girg,1000000,1286,2.5,0,700,1e+06,53,1928,77,39,4.988347
girg,1000000,1302,2.5,0,700,1e+06,53,2839,39,41,3.950924
girg,1000000,1284,2.5,0,700,1e+06,53,291,35,39,1.731018
girg,1000000,1291,2.5,0,700,1e+06,53,34,53,40,3.965450
girg,1000000,1279,2.5,0,700,1e+06,53,3728,49,39,4.738036
girg,1000000,1285,2.5,0,700,1e+06,53,4029,47,40,4.091515
girg,1000000,1294,2.5,0,700,1e+06,53,482,38,41,4.199000
girg,1000000,1282,2.5,0,700,1e+06,53,56,63,39,1.932091
girg,1000000,1281,2.5,0,700,1e+06,53,7821,46,41,1.744288
girg,1000000,164,2.5,0,700,1000,22,17,13,14,0.220419
girg,1000000,160,2.5,0,700,1000,22,1928,18,10,0.254781
girg,1000000,176,2.5,0,700,1000,22,2839,15,15,0.237111
girg,1000000,163,2.5,0,700,1000,22,291,14,14,0.217137
girg,1000000,155,2.5,0,700,1000,22,34,20,12,0.159797
girg,1000000,162,2.5,0,700,1000,22,3728,17,11,0.211270
girg,1000000,155,2.5,0,700,1000,22,4029,19,11,0.183334
girg,1000000,169,2.5,0,700,1000,22,482,5,17,0.185778
girg,1000000,159,2.5,0,700,1000,22,56,28,11,0.247518
girg,1000000,162,2.5,0,700,1000,22,7821,18,13,0.086812
girg,1000,494,2.2,0.4,15.81,1000,36,17,54,21,0.985950
