model,n,p,seed,nr_cliques,max_clique,time_cliques
superdense_gnp,35,0.885714,291,3870,16,6.011798
superdense_gnp,35,0.885714,34,2817,17,5.464312
superdense_gnp,35,0.885714,3728,2717,16,1.993271
superdense_gnp,35,0.885714,4029,3703,17,5.661614
superdense_gnp,35,0.885714,482,2091,15,1.702660
superdense_gnp,35,0.885714,56,1373,19,3.265708
superdense_gnp,35,0.885714,7821,3310,15,5.287544
superdense_gnp,35,0.885714,917,1351,18,3.550521
superdense_gnp,35,0.885714,91928,2686,17,1.990616
superdense_gnp,35,0.885714,92839,1619,16,1.392635
superdense_gnp,35,0.885714,9291,4373,16,3.039772
superdense_gnp,35,0.885714,934,3552,18,7.091126
superdense_gnp,35,0.885714,93728,6604,16,3.612540
superdense_gnp,35,0.885714,94029,3759,17,2.484813
superdense_gnp,35,0.885714,9482,3903,14,2.741550
superdense_gnp,35,0.885714,956,3125,16,5.260585
superdense_gnp,35,0.885714,97821,2540,17,1.739537
dense_gnp,35,0.8,17,1974,12,3.935626
dense_gnp,35,0.8,1928,1821,12,3.918445
dense_gnp,35,0.8,2839,1904,13,2.822636
dense_gnp,35,0.8,291,2438,14,5.091430
dense_gnp,35,0.8,34,1504,15,3.529639
dense_gnp,35,0.8,3728,1842,11,1.341023
dense_gnp,35,0.8,4029,1556,13,1.348007
dense_gnp,35,0.8,482,1799,12,3.754178
dense_gnp,35,0.8,56,1270,14,3.116458
dense_gnp,35,0.8,7821,1757,12,1.362603
dense_gnp,35,0.8,917,1430,13,3.381227
dense_gnp,35,0.8,91928,1600,14,3.728338
dense_gnp,35,0.8,92839,1143,12,2.884375
dense_gnp,35,0.8,9291,1795,13,3.788750
dense_gnp,35,0.8,934,1612,15,3.812776
dense_gnp,35,0.8,93728,2678,12,5.176706
dense_gnp,35,0.8,94029,1970,11,4.180560
dense_gnp,35,0.8,9482,2194,12,4.273728
dense_gnp,35,0.8,956,2001,13,4.227354
dense_gnp,35,0.8,97821,2359,12,4.971861
superdense_gnp,35,0.942857,17,2746,20,5.504540
superdense_gnp,35,0.942857,1928,1880,21,4.767645
superdense_gnp,35,0.942857,2839,2168,21,4.758916
superdense_gnp,35,0.942857,291,2952,20,4.996236
superdense_gnp,35,0.942857,34,792,22,2.839537
superdense_gnp,35,0.942857,3728,9088,20,12.302053
superdense_gnp,35,0.942857,4029,1434,20,3.646693
superdense_gnp,35,0.942857,482,2390,21,5.759532
superdense_gnp,35,0.942857,56,546,23,2.153626
superdense_gnp,35,0.942857,7821,1596,22,4.177277
superdense_gnp,35,0.942857,917,896,22,3.089429
superdense_gnp,35,0.942857,91928,1656,22,3.848814
superdense_gnp,35,0.942857,92839,2216,19,4.471169
superdense_gnp,35,0.942857,9291,704,23,2.572953
superdense_gnp,35,0.942857,934,1608,21,3.291061
superdense_gnp,35,0.942857,93728,2648,21,4.693054
superdense_gnp,35,0.942857,94029,1662,20,3.638102
superdense_gnp,35,0.942857,9482,1278,21,3.810820
superdense_gnp,35,0.942857,956,3600,20,6.242483
superdense_gnp,35,0.942857,97821,1856,22,3.605696
superdense_gnp,35,0.971429,17,360,25,1.974692
superdense_gnp,35,0.971429,1928,528,25,0.731518
superdense_gnp,35,0.971429,2839,32,30,1.130870
superdense_gnp,35,0.971429,291,416,26,1.793874
superdense_gnp,35,0.971429,34,95,27,1.209022
superdense_gnp,35,0.971429,3728,768,25,1.893886
superdense_gnp,35,0.971429,4029,640,24,0.725162
superdense_gnp,35,0.971429,482,576,24,0.756450
superdense_gnp,35,0.971429,56,400,25,0.605105
superdense_gnp,35,0.971429,7821,768,25,1.763912
superdense_gnp,35,0.971429,917,192,27,1.447112
superdense_gnp,35,0.971429,91928,192,27,1.453606
superdense_gnp,35,0.971429,92839,960,24,2.248331
superdense_gnp,35,0.971429,9291,72,28,1.268108
superdense_gnp,35,0.971429,934,300,25,1.726616
superdense_gnp,35,0.971429,93728,96,28,1.379644
superdense_gnp,35,0.971429,94029,240,26,1.588052
superdense_gnp,35,0.971429,9482,520,24,2.151531
superdense_gnp,35,0.971429,956,448,25,1.702311
superdense_gnp,35,0.971429,97821,60,28,1.248762
dense_gnp,35,0.9,17,2669,17,2.061156
dense_gnp,35,0.9,1928,3506,18,2.621982
dense_gnp,35,0.9,2839,2394,19,1.732203
dense_gnp,35,0.9,291,4986,17,3.372775
dense_gnp,35,0.9,34,2801,18,1.949620
dense_gnp,35,0.9,3728,2538,17,2.020858
dense_gnp,35,0.9,4029,3102,18,5.884897
dense_gnp,35,0.9,482,2436,16,1.982724
dense_gnp,35,0.9,56,2013,19,1.748686
dense_gnp,35,0.9,7821,4133,15,6.263436
dense_gnp,35,0.9,917,822,20,2.745321
dense_gnp,35,0.9,91928,1947,18,4.625239
dense_gnp,35,0.9,92839,1696,17,1.322375
dense_gnp,35,0.9,9291,3596,18,6.093094
dense_gnp,35,0.9,934,3858,18,7.020865
dense_gnp,35,0.9,93728,6418,16,9.795310
dense_gnp,35,0.9,94029,2994,17,2.066604
dense_gnp,35,0.9,9482,5504,15,9.084256
dense_gnp,35,0.9,956,3469,18,7.255881
dense_gnp,35,0.9,97821,3101,17,2.137213
dense_gnp,40,0.6,17,839,8,1.854147
dense_gnp,40,0.6,1928,919,8,0.800242
dense_gnp,40,0.6,2839,1126,8,0.877137
dense_gnp,40,0.6,291,932,9,2.337867
dense_gnp,40,0.6,34,748,8,1.845835
dense_gnp,40,0.6,3728,661,8,1.419524
dense_gnp,40,0.6,4029,895,10,0.798914
dense_gnp,40,0.6,482,863,8,1.804559
dense_gnp,40,0.6,56,929,8,0.814629
dense_gnp,40,0.6,7821,916,8,2.079594
dense_gnp,40,0.6,917,821,8,1.883270
dense_gnp,40,0.6,91928,701,9,1.770896
dense_gnp,40,0.6,92839,735,9,1.835150
dense_gnp,40,0.6,9291,851,9,2.062483
dense_gnp,40,0.6,934,856,8,2.056756
dense_gnp,40,0.6,93728,896,8,2.104877
dense_gnp,40,0.6,94029,760,8,1.926083
dense_gnp,40,0.6,9482,706,8,1.410166
dense_gnp,40,0.6,956,847,9,2.022883
dense_gnp,40,0.6,97821,1010,9,2.087626
dense_gnp,40,0.7,17,1517,10,3.086356
dense_gnp,40,0.7,1928,1793,9,1.468343
dense_gnp,40,0.7,2839,2184,10,4.298521
dense_gnp,40,0.7,291,1903,12,4.422140
dense_gnp,40,0.7,34,2163,11,4.570554
dense_gnp,40,0.7,3728,1284,10,1.177384
dense_gnp,40,0.7,4029,1816,10,1.480425
dense_gnp,40,0.7,482,1604,11,3.790287
dense_gnp,40,0.7,56,1985,11,3.788960
dense_gnp,40,0.7,7821,1709,11,3.592076
dense_gnp,40,0.7,917,1754,11,3.105563
dense_gnp,40,0.7,91928,1284,11,3.073505
dense_gnp,40,0.7,92839,1401,10,3.140762
dense_gnp,40,0.7,9291,1411,11,1.301073
dense_gnp,40,0.7,934,2004,10,1.575619
dense_gnp,40,0.7,93728,1288,11,1.271391
dense_gnp,40,0.7,94029,1827,10,3.151238
dense_gnp,40,0.7,9482,1532,9,1.184508
dense_gnp,40,0.7,956,2265,10,1.666413
dense_gnp,40,0.7,97821,2476,10,1.851003
dense_gnp,40,0.8,17,3187,14,6.161468
superdense_gnp,40,0.8,17,3187,14,2.836324
dense_gnp,40,0.8,1928,4209,12,3.398966
superdense_gnp,40,0.8,1928,4209,12,3.171842
dense_gnp,40,0.8,2839,5241,13,10.555671
superdense_gnp,40,0.8,2839,5241,13,3.816267
dense_gnp,40,0.8,291,4838,15,9.086840
superdense_gnp,40,0.8,291,4838,15,3.670020
dense_gnp,40,0.8,34,3778,14,2.771093
superdense_gnp,40,0.8,34,3778,14,3.372705
dense_gnp,40,0.8,3728,2880,14,5.264636
superdense_gnp,40,0.8,3728,2880,14,2.296032
dense_gnp,40,0.8,4029,3856,13,8.055005
superdense_gnp,40,0.8,4029,3856,13,7.763696
dense_gnp,40,0.8,482,4090,14,2.898274
superdense_gnp,40,0.8,482,4090,14,2.986413
dense_gnp,40,0.8,56,3195,15,2.452058
superdense_gnp,40,0.8,56,3195,15,2.488096
dense_gnp,40,0.8,7821,4737,14,3.283239
superdense_gnp,40,0.8,7821,4737,14,9.010224
dense_gnp,40,0.8,917,4029,13,7.278439
superdense_gnp,40,0.8,917,4029,13,7.832281
dense_gnp,40,0.8,91928,5196,13,3.427042
superdense_gnp,40,0.8,91928,5196,13,9.148719
dense_gnp,40,0.8,92839,3375,13,2.601029
superdense_gnp,40,0.8,92839,3375,13,7.031970
dense_gnp,40,0.8,9291,3147,14,2.713125
superdense_gnp,40,0.8,9291,3147,14,5.757576
dense_gnp,40,0.8,934,3979,15,8.209005
superdense_gnp,40,0.8,934,3979,15,8.249652
dense_gnp,40,0.8,93728,3151,13,2.438788
superdense_gnp,40,0.8,93728,3151,13,2.478318
dense_gnp,40,0.8,94029,3570,13,2.589366
superdense_gnp,40,0.8,94029,3570,13,7.347512
dense_gnp,40,0.8,9482,3831,13,2.913290
superdense_gnp,40,0.8,9482,3831,13,2.964763
dense_gnp,40,0.8,956,4866,13,9.619170
superdense_gnp,40,0.8,956,4866,13,3.580832
dense_gnp,40,0.8,97821,5429,12,11.436651
superdense_gnp,40,0.8,97821,5429,12,10.379532
superdense_gnp,40,0.95,17,2316,25,2.054730
superdense_gnp,40,0.95,1928,9684,23,16.579902
superdense_gnp,40,0.95,2839,6672,25,9.391069
superdense_gnp,40,0.95,291,11280,24,7.439563
superdense_gnp,40,0.95,34,2934,25,2.455620
superdense_gnp,40,0.95,3728,2760,25,2.506324
superdense_gnp,40,0.95,4029,6944,23,12.461990
superdense_gnp,40,0.95,482,6304,24,9.566440
superdense_gnp,40,0.95,56,1212,27,1.325937
superdense_gnp,40,0.95,7821,1911,26,4.838674
superdense_gnp,40,0.95,917,9696,23,13.886333
superdense_gnp,40,0.95,91928,1584,26,4.197322
superdense_gnp,40,0.95,92839,5136,23,9.161012
superdense_gnp,40,0.95,9291,1756,26,1.873283
superdense_gnp,40,0.95,934,2464,26,5.399779
superdense_gnp,40,0.95,93728,3150,25,6.545525
superdense_gnp,40,0.95,94029,3264,25,3.167582
superdense_gnp,40,0.95,9482,6810,22,4.816744
superdense_gnp,40,0.95,956,1364,26,1.538813
superdense_gnp,40,0.95,97821,2448,26,1.986566
superdense_gnp,40,0.975,17,1664,28,1.194356
superdense_gnp,40,0.975,1928,1280,29,3.595988
superdense_gnp,40,0.975,2839,48,34,1.722635
superdense_gnp,40,0.975,291,416,31,0.888102
superdense_gnp,40,0.975,34,156,32,2.053823
superdense_gnp,40,0.975,3728,2304,28,3.127981
superdense_gnp,40,0.975,4029,4416,26,7.950034
superdense_gnp,40,0.975,482,2400,27,2.581054
superdense_gnp,40,0.975,56,256,30,0.830343
superdense_gnp,40,0.975,7821,80,33,0.687867
superdense_gnp,40,0.975,917,480,30,2.480623
superdense_gnp,40,0.975,91928,384,31,2.546414
superdense_gnp,40,0.975,92839,768,28,3.183785
superdense_gnp,40,0.975,9291,320,31,2.516102
superdense_gnp,40,0.975,934,288,31,1.700496
superdense_gnp,40,0.975,93728,256,32,0.946000
superdense_gnp,40,0.975,94029,1024,30,1.045594
superdense_gnp,40,0.975,9482,1216,29,3.671766
superdense_gnp,40,0.975,956,80,33,1.860711
superdense_gnp,40,0.975,97821,576,30,2.816140
superdense_gnp,40,0.9,17,7222,18,11.954593
dense_gnp,40,0.9,17,7222,18,4.343290
superdense_gnp,40,0.9,1928,11980,18,8.619881
dense_gnp,40,0.9,1928,11980,18,22.494830
superdense_gnp,40,0.9,2839,10371,19,7.749938
dense_gnp,40,0.9,2839,10371,19,20.228829
superdense_gnp,40,0.9,291,12884,19,21.361935
dense_gnp,40,0.9,291,12884,19,20.243845
superdense_gnp,40,0.9,34,5227,20,11.710637
dense_gnp,40,0.9,34,5227,20,4.398464
superdense_gnp,40,0.9,3728,6475,18,11.754707
dense_gnp,40,0.9,3728,6475,18,12.022688
superdense_gnp,40,0.9,4029,7012,19,12.925317
dense_gnp,40,0.9,4029,7012,19,13.407501
superdense_gnp,40,0.9,482,6327,20,4.300966
dense_gnp,40,0.9,482,6327,20,4.164356
superdense_gnp,40,0.9,56,8619,20,17.103571
dense_gnp,40,0.9,56,8619,20,6.367499
superdense_gnp,40,0.9,7821,5692,20,11.280764
dense_gnp,40,0.9,7821,5692,20,11.832511
superdense_gnp,40,0.9,917,7579,19,8.939126
dense_gnp,40,0.9,917,7579,19,15.238461
superdense_gnp,40,0.9,91928,7850,20,11.626408
dense_gnp,40,0.9,91928,7850,20,11.398377
superdense_gnp,40,0.9,92839,11861,18,7.427551
dense_gnp,40,0.9,92839,11861,18,19.691750
superdense_gnp,40,0.9,9291,10378,19,7.532801
dense_gnp,40,0.9,9291,10378,19,6.370922
superdense_gnp,40,0.9,934,9832,20,12.809380
dense_gnp,40,0.9,934,9832,20,13.506117
superdense_gnp,40,0.9,93728,5680,19,3.478585
dense_gnp,40,0.9,93728,5680,19,9.294618
superdense_gnp,40,0.9,94029,10920,19,17.763852
dense_gnp,40,0.9,94029,10920,19,18.674372
superdense_gnp,40,0.9,9482,11326,17,20.200753
dense_gnp,40,0.9,9482,11326,17,20.862360
superdense_gnp,40,0.9,956,3020,22,2.241835
dense_gnp,40,0.9,956,3020,22,2.247422
superdense_gnp,40,0.9,97821,13167,19,7.981601
dense_gnp,40,0.9,97821,13167,19,7.817894
dense_gnp,45,0.6,17,1383,9,2.034686
dense_gnp,45,0.6,1928,1283,9,3.085169
dense_gnp,45,0.6,2839,1481,9,3.462661
dense_gnp,45,0.6,291,1495,9,3.738534
dense_gnp,45,0.6,34,1387,9,3.339461
dense_gnp,45,0.6,3728,1101,9,2.744413
dense_gnp,45,0.6,4029,1340,9,3.138458
dense_gnp,45,0.6,482,1352,10,3.142718
dense_gnp,45,0.6,56,1522,10,1.364978
dense_gnp,45,0.6,7821,1595,9,3.696699
dense_gnp,45,0.6,917,1211,9,1.089734
dense_gnp,45,0.6,91928,1364,8,1.172705
dense_gnp,45,0.6,92839,1387,8,3.404064
dense_gnp,45,0.6,9291,1285,8,1.058375
dense_gnp,45,0.6,934,1470,9,1.177594
dense_gnp,45,0.6,93728,1331,9,2.637207
dense_gnp,45,0.6,94029,1527,9,1.245550
dense_gnp,45,0.6,9482,1241,9,2.262509
dense_gnp,45,0.6,956,1478,9,3.046337
dense_gnp,45,0.6,97821,1593,10,1.416242
dense_gnp,45,0.7,17,2156,11,1.944311
dense_gnp,45,0.7,1928,2561,11,6.369316
dense_gnp,45,0.7,2839,3271,11,7.661938
dense_gnp,45,0.7,291,3981,11,9.307189
dense_gnp,45,0.7,34,4108,12,9.107932
dense_gnp,45,0.7,3728,3124,10,7.082605
dense_gnp,45,0.7,4029,2656,11,6.250725
dense_gnp,45,0.7,482,3300,13,7.102440
dense_gnp,45,0.7,56,4352,11,9.669805
dense_gnp,45,0.7,7821,3649,11,8.037265
dense_gnp,45,0.7,917,3086,11,7.362459
dense_gnp,45,0.7,91928,3157,11,7.181011
dense_gnp,45,0.7,92839,2591,11,5.542674
dense_gnp,45,0.7,9291,3070,10,2.642166
dense_gnp,45,0.7,934,3074,12,6.981334
dense_gnp,45,0.7,93728,2979,10,2.331512
dense_gnp,45,0.7,94029,3540,11,2.637067
dense_gnp,45,0.7,9482,2629,10,5.930224
dense_gnp,45,0.7,956,3857,11,8.269208
dense_gnp,45,0.7,97821,3848,12,8.941081
superdense_gnp,45,0.822222,17,7674,18,6.084014
superdense_gnp,45,0.822222,1928,10327,15,20.991007
superdense_gnp,45,0.822222,2839,10655,15,21.968995
superdense_gnp,45,0.822222,291,16388,16,32.444140
superdense_gnp,45,0.822222,34,12501,15,8.540961
superdense_gnp,45,0.822222,3728,11103,15,21.911166
superdense_gnp,45,0.822222,4029,10286,15,19.109064
superdense_gnp,45,0.822222,482,10052,16,16.334969
superdense_gnp,45,0.822222,56,16171,17,27.486526
superdense_gnp,45,0.822222,7821,13085,16,23.501522
superdense_gnp,45,0.822222,917,10191,15,19.831503
superdense_gnp,45,0.822222,91928,15703,15,29.839479
superdense_gnp,45,0.822222,92839,9634,16,18.307985
superdense_gnp,45,0.822222,9291,12892,15,8.855665
superdense_gnp,45,0.822222,934,11670,17,8.543195
superdense_gnp,45,0.822222,93728,8751,16,17.544131
superdense_gnp,45,0.822222,94029,17675,14,29.124165
superdense_gnp,45,0.822222,9482,14846,16,10.172453
superdense_gnp,45,0.822222,956,12388,16,8.876618
superdense_gnp,45,0.822222,97821,15109,16,30.797493
dense_gnp,45,0.8,17,5456,15,12.196034
dense_gnp,45,0.8,1928,8573,14,18.028340
dense_gnp,45,0.8,2839,7832,14,16.440918
dense_gnp,45,0.8,291,11966,16,23.806169
dense_gnp,45,0.8,34,10311,14,7.525328
dense_gnp,45,0.8,3728,8101,13,16.211628
dense_gnp,45,0.8,4029,7857,14,16.060422
dense_gnp,45,0.8,482,8362,15,17.254568
dense_gnp,45,0.8,56,11451,16,22.309821
dense_gnp,45,0.8,7821,11646,15,7.949964
dense_gnp,45,0.8,917,7213,15,14.408117
dense_gnp,45,0.8,91928,11638,14,21.303757
dense_gnp,45,0.8,92839,7545,14,5.892090
dense_gnp,45,0.8,9291,9172,14,19.110601
dense_gnp,45,0.8,934,8755,15,17.715312
dense_gnp,45,0.8,93728,7344,16,5.569354
dense_gnp,45,0.8,94029,9671,14,6.520243
dense_gnp,45,0.8,9482,9279,15,6.805055
dense_gnp,45,0.8,956,9945,14,7.711595
dense_gnp,45,0.8,97821,9981,15,18.155940
superdense_gnp,45,0.911111,17,20768,22,13.615489
superdense_gnp,45,0.911111,1928,11095,23,8.081405
superdense_gnp,45,0.911111,2839,25664,21,17.258549
superdense_gnp,45,0.911111,291,41110,22,52.416581
superdense_gnp,45,0.911111,34,30269,22,30.948977
superdense_gnp,45,0.911111,3728,18756,21,12.130034
superdense_gnp,45,0.911111,4029,25532,21,41.599563
superdense_gnp,45,0.911111,482,19209,23,12.509063
superdense_gnp,45,0.911111,56,7785,26,18.616752
superdense_gnp,45,0.911111,7821,25821,22,17.013895
superdense_gnp,45,0.911111,917,13906,24,26.402380
superdense_gnp,45,0.911111,91928,20388,23,13.749165
superdense_gnp,45,0.911111,92839,23071,21,37.227849
superdense_gnp,45,0.911111,9291,31619,22,46.174937
superdense_gnp,45,0.911111,934,40991,20,25.668418
superdense_gnp,45,0.911111,93728,21786,21,44.172517
superdense_gnp,45,0.911111,94029,27323,21,43.726720
superdense_gnp,45,0.911111,9482,29800,20,19.205794
superdense_gnp,45,0.911111,956,28397,22,46.172493
superdense_gnp,45,0.911111,97821,19860,24,36.772205
superdense_gnp,45,0.955556,17,14112,28,28.883631
superdense_gnp,45,0.955556,1928,11000,28,17.437203
superdense_gnp,45,0.955556,2839,11520,30,16.538207
superdense_gnp,45,0.955556,291,8676,28,19.352322
superdense_gnp,45,0.955556,34,6760,28,17.719502
superdense_gnp,45,0.955556,3728,38736,26,46.014371
superdense_gnp,45,0.955556,4029,14606,27,10.120421
superdense_gnp,45,0.955556,482,11628,28,23.746455
superdense_gnp,45,0.955556,56,4539,29,10.301379
superdense_gnp,45,0.955556,7821,35712,27,47.261736
superdense_gnp,45,0.955556,917,5232,28,4.258083
superdense_gnp,45,0.955556,91928,4512,29,3.790287
superdense_gnp,45,0.955556,92839,7560,28,5.614401
superdense_gnp,45,0.955556,9291,5345,29,9.889876
superdense_gnp,45,0.955556,934,2376,31,7.037488
superdense_gnp,45,0.955556,93728,7388,28,15.836302
superdense_gnp,45,0.955556,94029,17646,26,10.042479
superdense_gnp,45,0.955556,9482,9720,27,7.216561
superdense_gnp,45,0.955556,956,19008,28,34.003067
superdense_gnp,45,0.955556,97821,2016,33,6.715170
superdense_gnp,45,0.977778,17,6912,31,8.726529
superdense_gnp,45,0.977778,1928,1408,34,3.821017
superdense_gnp,45,0.977778,2839,192,37,2.392273
superdense_gnp,45,0.977778,291,1152,34,4.216807
superdense_gnp,45,0.977778,34,704,35,3.954484
superdense_gnp,45,0.977778,3728,3584,32,5.994966
superdense_gnp,45,0.977778,4029,7056,30,4.173855
superdense_gnp,45,0.977778,482,480,35,3.483264
superdense_gnp,45,0.977778,56,720,34,4.070210
superdense_gnp,45,0.977778,7821,3456,32,7.213906
superdense_gnp,45,0.977778,917,1152,34,1.477073
superdense_gnp,45,0.977778,91928,288,36,3.161296
superdense_gnp,45,0.977778,92839,2912,31,5.324839
superdense_gnp,45,0.977778,9291,896,35,4.417671
superdense_gnp,45,0.977778,934,126,37,3.139855
superdense_gnp,45,0.977778,93728,1728,33,4.488630
superdense_gnp,45,0.977778,94029,6912,31,11.439235
superdense_gnp,45,0.977778,9482,8352,30,3.680776
superdense_gnp,45,0.977778,956,192,37,2.759849
superdense_gnp,45,0.977778,97821,288,36,3.252299
dense_gnp,45,0.9,17,21370,20,35.936902
dense_gnp,45,0.9,1928,13183,22,24.293592
dense_gnp,45,0.9,2839,24484,19,42.075951
dense_gnp,45,0.9,291,44120,20,27.106240
dense_gnp,45,0.9,34,27142,21,38.223924
dense_gnp,45,0.9,3728,21441,19,14.682872
dense_gnp,45,0.9,4029,21391,21,13.969793
dense_gnp,45,0.9,482,21093,21,39.782503
dense_gnp,45,0.9,56,6895,24,16.631095
dense_gnp,45,0.9,7821,27764,20,16.823089
dense_gnp,45,0.9,917,26014,21,42.015329
dense_gnp,45,0.9,91928,19920,22,12.493348
dense_gnp,45,0.9,92839,19689,20,35.082883
dense_gnp,45,0.9,9291,22153,22,14.672537
dense_gnp,45,0.9,934,30709,20,21.969484
dense_gnp,45,0.9,93728,24870,20,46.472531
dense_gnp,45,0.9,94029,28230,21,44.804023
dense_gnp,45,0.9,9482,22775,20,14.919286
dense_gnp,45,0.9,956,28008,21,19.904697
dense_gnp,45,0.9,97821,24452,23,14.949737
dense_gnp,50,0.6,17,2060,9,4.332604
dense_gnp,50,0.6,1928,1723,9,1.452140
dense_gnp,50,0.6,2839,2268,9,1.863365
dense_gnp,50,0.6,291,2681,9,6.141074
dense_gnp,50,0.6,34,2431,9,5.060141
dense_gnp,50,0.6,3728,1741,9,1.701124
dense_gnp,50,0.6,4029,1855,9,1.757137
dense_gnp,50,0.6,482,2012,9,1.747639
dense_gnp,50,0.6,56,2658,9,2.110045
dense_gnp,50,0.6,7821,2161,9,1.880616
dense_gnp,50,0.6,917,1914,9,4.513982
dense_gnp,50,0.6,91928,2309,10,5.228109
dense_gnp,50,0.6,92839,2230,9,4.894338
dense_gnp,50,0.6,9291,2079,9,4.937081
dense_gnp,50,0.6,934,2341,9,5.430858
dense_gnp,50,0.6,93728,2188,9,4.916687
dense_gnp,50,0.6,94029,1914,10,3.810750
dense_gnp,50,0.6,9482,1824,8,4.074331
dense_gnp,50,0.6,956,2578,10,5.542325
dense_gnp,50,0.6,97821,2444,10,6.098472
dense_gnp,50,0.7,17,5078,12,10.347196
dense_gnp,50,0.7,1928,4345,11,10.135926
dense_gnp,50,0.7,2839,5483,11,12.952485
dense_gnp,50,0.7,291,7910,11,16.873095
dense_gnp,50,0.7,34,6885,12,14.757812
dense_gnp,50,0.7,3728,5226,11,11.645545
dense_gnp,50,0.7,4029,4392,12,10.251024
dense_gnp,50,0.7,482,6175,11,14.473279
dense_gnp,50,0.7,56,7041,13,15.641235
dense_gnp,50,0.7,7821,5590,11,12.662993
dense_gnp,50,0.7,917,4995,12,10.551831
dense_gnp,50,0.7,91928,6157,13,13.117240
dense_gnp,50,0.7,92839,5323,11,11.410320
dense_gnp,50,0.7,9291,5429,11,11.972193
dense_gnp,50,0.7,934,6183,11,15.051775
dense_gnp,50,0.7,93728,5460,12,8.586916
dense_gnp,50,0.7,94029,5336,12,8.274167
dense_gnp,50,0.7,9482,4200,11,9.495830
dense_gnp,50,0.7,956,7050,12,14.770873
dense_gnp,50,0.7,97821,6207,11,5.306332
superdense_gnp,50,0.84,17,28645,17,22.840335
superdense_gnp,50,0.84,1928,22020,16,16.347820
superdense_gnp,50,0.84,2839,27009,17,45.956263
superdense_gnp,50,0.84,291,42324,17,31.964050
superdense_gnp,50,0.84,34,29392,19,44.356339
superdense_gnp,50,0.84,3728,26400,15,44.951107
superdense_gnp,50,0.84,4029,26556,17,18.403736
superdense_gnp,50,0.84,482,34023,17,25.441224
superdense_gnp,50,0.84,56,47709,17,58.035313
superdense_gnp,50,0.84,7821,28989,19,21.717147
superdense_gnp,50,0.84,917,29822,17,46.217680
superdense_gnp,50,0.84,91928,32044,19,21.545338
superdense_gnp,50,0.84,92839,20196,19,14.913279
superdense_gnp,50,0.84,9291,40549,17,26.927587
superdense_gnp,50,0.84,934,33336,18,23.212589
superdense_gnp,50,0.84,93728,27480,17,42.751178
superdense_gnp,50,0.84,94029,21541,18,16.277699
superdense_gnp,50,0.84,9482,36171,18,23.078005
superdense_gnp,50,0.84,956,51303,17,30.593905
superdense_gnp,50,0.84,97821,43792,17,31.725125
dense_gnp,50,0.8,17,25935,14,17.299127
dense_gnp,50,0.8,1928,16547,14,12.170053
dense_gnp,50,0.8,2839,17167,15,12.362746
dense_gnp,50,0.8,291,33104,15,47.034053
dense_gnp,50,0.8,34,21146,16,14.867813
dense_gnp,50,0.8,3728,13563,13,10.850053
dense_gnp,50,0.8,4029,14696,15,11.064954
dense_gnp,50,0.8,482,19071,15,34.952070
dense_gnp,50,0.8,56,24186,16,17.205750
dense_gnp,50,0.8,7821,21805,17,41.073589
dense_gnp,50,0.8,917,15669,15,32.406636
dense_gnp,50,0.8,91928,32050,16,46.261331
dense_gnp,50,0.8,92839,12567,15,10.040593
dense_gnp,50,0.8,9291,16993,15,12.689533
dense_gnp,50,0.8,934,22342,17,28.774889
dense_gnp,50,0.8,93728,15378,15,24.556685
dense_gnp,50,0.8,94029,15055,15,31.485778
dense_gnp,50,0.8,9482,18160,15,34.272935
dense_gnp,50,0.8,956,25819,15,17.211338
dense_gnp,50,0.8,97821,19096,15,39.089678
superdense_gnp,50,0.92,17,54884,23,62.558583
superdense_gnp,50,0.92,1928,74526,23,77.539818
superdense_gnp,50,0.92,2839,27278,26,20.720092
superdense_gnp,50,0.92,291,69460,24,49.264574
superdense_gnp,50,0.92,34,52030,24,54.569020
superdense_gnp,50,0.92,3728,75050,23,51.301076
superdense_gnp,50,0.92,4029,58405,24,29.322514
superdense_gnp,50,0.92,482,115987,23,67.011244
superdense_gnp,50,0.92,56,58006,26,45.564733
superdense_gnp,50,0.92,7821,43600,26,28.235364
superdense_gnp,50,0.92,917,61767,23,68.615780
superdense_gnp,50,0.92,91928,107096,25,70.304053
superdense_gnp,50,0.92,92839,32223,24,44.524029
superdense_gnp,50,0.92,9291,68185,24,74.334385
superdense_gnp,50,0.92,934,92682,24,78.189344
superdense_gnp,50,0.92,93728,65536,24,45.335864
superdense_gnp,50,0.92,94029,44032,26,31.966286
superdense_gnp,50,0.92,9482,71363,24,75.369991
superdense_gnp,50,0.92,956,70912,26,50.836074
superdense_gnp,50,0.92,97821,81231,23,46.109216
superdense_gnp,50,0.96,17,8822,32,7.675418
superdense_gnp,50,0.96,1928,22008,31,31.553803
superdense_gnp,50,0.96,2839,20960,32,34.210146
superdense_gnp,50,0.96,291,56954,28,33.427505
superdense_gnp,50,0.96,34,18016,31,28.606291
superdense_gnp,50,0.96,3728,191952,27,135.232000
superdense_gnp,50,0.96,4029,31928,31,46.353240
superdense_gnp,50,0.96,482,27496,31,43.336516
superdense_gnp,50,0.96,56,18144,33,33.368070
superdense_gnp,50,0.96,7821,24648,32,19.350924
superdense_gnp,50,0.96,917,44240,29,27.185860
superdense_gnp,50,0.96,91928,103680,30,80.183173
superdense_gnp,50,0.96,92839,25664,32,41.389133
superdense_gnp,50,0.96,9291,74000,29,51.845141
superdense_gnp,50,0.96,934,71040,31,54.791257
